"sample_label","analysis","name","value","region","site","transect","tree_number","horizon"
"COMPASS_Dec2021_076","ICP","K_ug_g",160.9,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","ICP","Ca_ug_g",1585.57,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","ICP","Mg_ug_g",397.23,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","ICP","Fe_ug_g",0,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","ICP","Al_ug_g",0,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","ICP","Mn_ug_g",0,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","ICP","P_ug_g",0,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","ICP","S_ug_g",22.56,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_077","ICP","Na_ug_g",16.38,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","ICP","K_ug_g",250.11,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","ICP","Ca_ug_g",1534.43,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","ICP","Mg_ug_g",418.75,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","ICP","Fe_ug_g",0,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","ICP","Al_ug_g",0,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","ICP","Mn_ug_g",0.33,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","ICP","P_ug_g",0,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","ICP","S_ug_g",23.14,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_078","ICP","Na_ug_g",20.77,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","ICP","K_ug_g",433.82,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","ICP","Ca_ug_g",2218.08,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","ICP","Mg_ug_g",85.76,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","ICP","Fe_ug_g",0,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","ICP","Al_ug_g",0,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","ICP","Mn_ug_g",0,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","ICP","P_ug_g",0,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","ICP","S_ug_g",30.5,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_079","ICP","Na_ug_g",40.72,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","ICP","K_ug_g",109.32,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","ICP","Ca_ug_g",1950.03,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","ICP","Mg_ug_g",386.97,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","ICP","Fe_ug_g",0,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","ICP","Al_ug_g",0,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","ICP","Mn_ug_g",0.41,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","ICP","P_ug_g",0,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","ICP","S_ug_g",39.27,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_080","ICP","Na_ug_g",37.89,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","ICP","K_ug_g",60.02,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","ICP","Ca_ug_g",1836.07,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","ICP","Mg_ug_g",338.27,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","ICP","Fe_ug_g",0,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","ICP","Al_ug_g",0,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","ICP","Mn_ug_g",0,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","ICP","P_ug_g",0,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","ICP","S_ug_g",28.9,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_081","ICP","Na_ug_g",35.19,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","ICP","K_ug_g",121.95,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","ICP","Ca_ug_g",1968.81,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","ICP","Mg_ug_g",392.96,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","ICP","Fe_ug_g",0,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","ICP","Al_ug_g",0,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","ICP","Mn_ug_g",0,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","ICP","P_ug_g",0,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","ICP","S_ug_g",31.34,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_082","ICP","Na_ug_g",30.73,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","ICP","K_ug_g",138.58,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","ICP","Ca_ug_g",1835.44,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","ICP","Mg_ug_g",362.03,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","ICP","Fe_ug_g",0.36,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","ICP","Al_ug_g",0,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","ICP","Mn_ug_g",0,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","ICP","P_ug_g",0,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","ICP","S_ug_g",52.58,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_083","ICP","Na_ug_g",26.92,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","ICP","K_ug_g",109.68,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","ICP","Ca_ug_g",1742.88,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","ICP","Mg_ug_g",305.65,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","ICP","Fe_ug_g",0,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","ICP","Al_ug_g",0,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","ICP","Mn_ug_g",0,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","ICP","P_ug_g",0,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","ICP","S_ug_g",45.62,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_084","ICP","Na_ug_g",42.11,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","ICP","K_ug_g",92.28,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","ICP","Ca_ug_g",1948.15,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","ICP","Mg_ug_g",349.71,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","ICP","Fe_ug_g",0,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","ICP","Al_ug_g",0,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","ICP","Mn_ug_g",0,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","ICP","P_ug_g",0,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","ICP","S_ug_g",53,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_085","ICP","Na_ug_g",44.11,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","ICP","K_ug_g",227.7,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","ICP","Ca_ug_g",2197.91,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","ICP","Mg_ug_g",480.59,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","ICP","Fe_ug_g",0,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","ICP","Al_ug_g",0,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","ICP","Mn_ug_g",0,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","ICP","P_ug_g",0,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","ICP","S_ug_g",39.25,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_086","ICP","Na_ug_g",40.68,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","ICP","K_ug_g",86.16,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","ICP","Ca_ug_g",1847.49,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","ICP","Mg_ug_g",418.64,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","ICP","Fe_ug_g",0,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","ICP","Al_ug_g",0,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","ICP","Mn_ug_g",0,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","ICP","P_ug_g",0,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","ICP","S_ug_g",41.06,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_087","ICP","Na_ug_g",36.17,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","ICP","K_ug_g",149.36,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","ICP","Ca_ug_g",2141.5,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","ICP","Mg_ug_g",547.27,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","ICP","Fe_ug_g",0,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","ICP","Al_ug_g",0,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","ICP","Mn_ug_g",0.42,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","ICP","P_ug_g",0,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","ICP","S_ug_g",44.93,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_088","ICP","Na_ug_g",48.24,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","ICP","K_ug_g",56.55,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","ICP","Ca_ug_g",1600.56,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","ICP","Mg_ug_g",376.87,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","ICP","Fe_ug_g",0,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","ICP","Al_ug_g",0,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","ICP","Mn_ug_g",0,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","ICP","P_ug_g",0,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","ICP","S_ug_g",185.08,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_089","ICP","Na_ug_g",51.19,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","ICP","K_ug_g",115.84,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","ICP","Ca_ug_g",2117.53,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","ICP","Mg_ug_g",378.44,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","ICP","Fe_ug_g",0,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","ICP","Al_ug_g",0,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","ICP","Mn_ug_g",0.84,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","ICP","P_ug_g",0,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","ICP","S_ug_g",240.96,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_090","ICP","Na_ug_g",46.39,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","ICP","K_ug_g",79.76,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","ICP","Ca_ug_g",1885.09,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","ICP","Mg_ug_g",387.46,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","ICP","Fe_ug_g",0,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","ICP","Al_ug_g",0,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","ICP","Mn_ug_g",0.73,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","ICP","P_ug_g",0,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","ICP","S_ug_g",212.93,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_091","ICP","Na_ug_g",59.33,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","ICP","K_ug_g",84.58,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","ICP","Ca_ug_g",2397.37,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","ICP","Mg_ug_g",421.93,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","ICP","Fe_ug_g",0,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","ICP","Al_ug_g",0,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","ICP","Mn_ug_g",0,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","ICP","P_ug_g",0,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","ICP","S_ug_g",397.88,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_092","ICP","Na_ug_g",42.17,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","ICP","K_ug_g",88.28,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","ICP","Ca_ug_g",1666.37,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","ICP","Mg_ug_g",328,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","ICP","Fe_ug_g",0,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","ICP","Al_ug_g",0,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","ICP","Mn_ug_g",0.75,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","ICP","P_ug_g",0,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","ICP","S_ug_g",186.31,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_093","ICP","Na_ug_g",53.83,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","ICP","K_ug_g",92.1,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","ICP","Ca_ug_g",2116.81,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","ICP","Mg_ug_g",356.43,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","ICP","Fe_ug_g",0,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","ICP","Al_ug_g",0,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","ICP","Mn_ug_g",0,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","ICP","P_ug_g",0,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","ICP","S_ug_g",234.45,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_094","ICP","Na_ug_g",47.74,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","ICP","K_ug_g",56.64,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","ICP","Ca_ug_g",2233.37,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","ICP","Mg_ug_g",368.69,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","ICP","Fe_ug_g",-0.15,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","ICP","Al_ug_g",0,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","ICP","Mn_ug_g",0,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","ICP","P_ug_g",0,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","ICP","S_ug_g",346.54,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_095","ICP","Na_ug_g",26.98,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","ICP","K_ug_g",34.68,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","ICP","Ca_ug_g",655.48,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","ICP","Mg_ug_g",140.35,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","ICP","Fe_ug_g",0,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","ICP","Al_ug_g",0,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","ICP","Mn_ug_g",0,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","ICP","P_ug_g",0,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","ICP","S_ug_g",146.05,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_107","ICP","Na_ug_g",6.03,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","ICP","K_ug_g",65.39,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","ICP","Ca_ug_g",291.53,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","ICP","Mg_ug_g",102.07,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","ICP","Fe_ug_g",0,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","ICP","Al_ug_g",38.53,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","ICP","Mn_ug_g",0.81,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","ICP","P_ug_g",0,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","ICP","S_ug_g",0,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_108","ICP","Na_ug_g",7.3,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","ICP","K_ug_g",49.4,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","ICP","Ca_ug_g",156.25,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","ICP","Mg_ug_g",59.57,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","ICP","Fe_ug_g",0.37,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","ICP","Al_ug_g",161.17,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","ICP","Mn_ug_g",24.17,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","ICP","P_ug_g",0,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","ICP","S_ug_g",0,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_109","ICP","Na_ug_g",8.65,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","ICP","K_ug_g",46.81,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","ICP","Ca_ug_g",377.4,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","ICP","Mg_ug_g",144.98,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","ICP","Fe_ug_g",0.89,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","ICP","Al_ug_g",93.16,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","ICP","Mn_ug_g",6.67,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","ICP","P_ug_g",0,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","ICP","S_ug_g",7.99,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_110","ICP","Na_ug_g",10.15,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","ICP","K_ug_g",43.09,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","ICP","Ca_ug_g",364.74,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","ICP","Mg_ug_g",165.74,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","ICP","Fe_ug_g",1.24,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","ICP","Al_ug_g",89.59,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","ICP","Mn_ug_g",4.6,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","ICP","P_ug_g",0,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","ICP","S_ug_g",7.06,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_111","ICP","Na_ug_g",8.82,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","ICP","K_ug_g",115.68,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","ICP","Ca_ug_g",424.38,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","ICP","Mg_ug_g",183.15,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","ICP","Fe_ug_g",0,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","ICP","Al_ug_g",33.06,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","ICP","Mn_ug_g",2.27,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","ICP","P_ug_g",0,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","ICP","S_ug_g",7.86,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_112","ICP","Na_ug_g",13.62,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","ICP","K_ug_g",38.87,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","ICP","Ca_ug_g",964.16,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","ICP","Mg_ug_g",321.31,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","ICP","Fe_ug_g",0.26,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","ICP","Al_ug_g",0,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","ICP","Mn_ug_g",0,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","ICP","P_ug_g",0,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","ICP","S_ug_g",12.93,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_113","ICP","Na_ug_g",7.46,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","ICP","K_ug_g",92.5,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","ICP","Ca_ug_g",189.93,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","ICP","Mg_ug_g",123.97,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","ICP","Fe_ug_g",1.22,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","ICP","Al_ug_g",389.84,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","ICP","Mn_ug_g",1.17,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","ICP","P_ug_g",0,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","ICP","S_ug_g",0,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_114","ICP","Na_ug_g",15.18,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","ICP","K_ug_g",31.56,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","ICP","Ca_ug_g",859.21,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","ICP","Mg_ug_g",241,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","ICP","Fe_ug_g",0,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","ICP","Al_ug_g",0,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","ICP","Mn_ug_g",0,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","ICP","P_ug_g",0,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","ICP","S_ug_g",12.99,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_115","ICP","Na_ug_g",25.07,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","ICP","K_ug_g",76.84,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","ICP","Ca_ug_g",810.92,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","ICP","Mg_ug_g",259.02,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","ICP","Fe_ug_g",0,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","ICP","Al_ug_g",0,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","ICP","Mn_ug_g",0,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","ICP","P_ug_g",0,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","ICP","S_ug_g",15.62,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_116","ICP","Na_ug_g",21.5,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","ICP","K_ug_g",31.05,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","ICP","Ca_ug_g",1049.44,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","ICP","Mg_ug_g",315.86,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","ICP","Fe_ug_g",0,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","ICP","Al_ug_g",0,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","ICP","Mn_ug_g",0,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","ICP","P_ug_g",0,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","ICP","S_ug_g",17.82,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_117","ICP","Na_ug_g",24.5,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","ICP","K_ug_g",68.3,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","ICP","Ca_ug_g",671.04,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","ICP","Mg_ug_g",279.44,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","ICP","Fe_ug_g",0,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","ICP","Al_ug_g",0,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","ICP","Mn_ug_g",0,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","ICP","P_ug_g",0,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","ICP","S_ug_g",32.98,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_118","ICP","Na_ug_g",11.76,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_118","ICP","K_ug_g",46.3,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_118","ICP","Ca_ug_g",676.45,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_118","ICP","Mg_ug_g",232.01,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_118","ICP","Fe_ug_g",0,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_118","ICP","Al_ug_g",0,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_118","ICP","Mn_ug_g",0,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_118","ICP","P_ug_g",0,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_118","ICP","S_ug_g",10.86,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_061","Ferrozine","Fe2_ug_g",3.39,"WLE","OWC","upland","101","A"
