[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	8/9/2022 10:26:48 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC	DOC_CMPS_KFP_0206		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:44:14 PM	1	2	NPOC	11.55	11.77	3.274	3.337	NPOC:3.337mg/L	NPOC:3.337mg/L	*******	0.1997	1.70	0.05663	1.70	30	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0206		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:46:40 PM	1	3	NPOC	11.82	11.77	3.351	3.337	NPOC:3.337mg/L	NPOC:3.337mg/L	*******	0.1997	1.70	0.05663	1.70	30	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0207		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:54:25 PM	1	1	NPOC	12.32	12.43	3.493	3.523	NPOC:3.523mg/L	NPOC:3.523mg/L	*******	0.1222	0.98	0.03464	0.98	31	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0207		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:56:47 PM	1	2	NPOC	12.40	12.43	3.515	3.523	NPOC:3.523mg/L	NPOC:3.523mg/L	*******	0.1222	0.98	0.03464	0.98	31	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0207		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:59:20 PM	1	3	NPOC	12.56	12.43	3.561	3.523	NPOC:3.523mg/L	NPOC:3.523mg/L	*******	0.1222	0.98	0.03464	0.98	31	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0208		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:07:03 AM	1	1	NPOC	12.12	12.01	3.436	3.405	NPOC:3.405mg/L	NPOC:3.405mg/L	*******	0.1054	0.88	0.02987	0.88	32	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0208		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:09:38 AM	1	2	NPOC	12.00	12.01	3.402	3.405	NPOC:3.405mg/L	NPOC:3.405mg/L	*******	0.1054	0.88	0.02987	0.88	32	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0208		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:12:02 AM	1	3	NPOC	11.91	12.01	3.376	3.405	NPOC:3.405mg/L	NPOC:3.405mg/L	*******	0.1054	0.88	0.02987	0.88	32	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0209		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:19:44 AM	1	1	NPOC	12.64	12.48	3.583	3.539	NPOC:3.539mg/L	NPOC:3.539mg/L	*******	0.1504	1.21	0.04265	1.21	33	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0209		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:22:08 AM	1	2	NPOC	12.10	12.48	3.430	3.539	NPOC:3.539mg/L	NPOC:3.539mg/L	*******	0.1504	1.21	0.04265	1.21	33	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0209		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:24:30 AM	1	3	NPOC	12.34	12.48	3.498	3.539	NPOC:3.539mg/L	NPOC:3.539mg/L	*******	0.1504	1.21	0.04265	1.21	33	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0209		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:26:56 AM	1	4	NPOC	12.47	12.48	3.535	3.539	NPOC:3.539mg/L	NPOC:3.539mg/L	*******	0.1504	1.21	0.04265	1.21	33	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0210		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:34:33 AM	1	1	NPOC	13.34	12.96	3.782	3.673	NPOC:3.673mg/L	NPOC:3.673mg/L	*******	0.1943	1.50	0.05507	1.50	34	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0210		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:37:15 AM	1	2	NPOC	12.79	12.96	3.626	3.673	NPOC:3.673mg/L	NPOC:3.673mg/L	*******	0.1943	1.50	0.05507	1.50	34	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0210		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:39:45 AM	1	3	NPOC	13.17	12.96	3.734	3.673	NPOC:3.673mg/L	NPOC:3.673mg/L	*******	0.1943	1.50	0.05507	1.50	34	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0210		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:42:08 AM	1	4	NPOC	12.91	12.96	3.660	3.673	NPOC:3.673mg/L	NPOC:3.673mg/L	*******	0.1943	1.50	0.05507	1.50	34	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0211		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:49:47 AM	1	1	NPOC	11.89	11.74	3.371	3.329	NPOC:3.329mg/L	NPOC:3.329mg/L	*******	0.1405	1.20	0.03982	1.20	35	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0211		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:52:22 AM	1	2	NPOC	11.39	11.74	3.229	3.329	NPOC:3.329mg/L	NPOC:3.329mg/L	*******	0.1405	1.20	0.03982	1.20	35	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0211		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:54:46 AM	1	3	NPOC	11.61	11.74	3.291	3.329	NPOC:3.329mg/L	NPOC:3.329mg/L	*******	0.1405	1.20	0.03982	1.20	35	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0211		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 12:57:06 AM	1	4	NPOC	11.73	11.74	3.325	3.329	NPOC:3.329mg/L	NPOC:3.329mg/L	*******	0.1405	1.20	0.03982	1.20	35	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0212		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:04:54 AM	1	1	NPOC	14.43	13.87	4.091	3.931	NPOC:3.931mg/L	NPOC:3.931mg/L	*******	0.09504	0.69	0.02694	0.69	36	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0212		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:07:22 AM	1	2	NPOC	13.96	13.87	3.957	3.931	NPOC:3.931mg/L	NPOC:3.931mg/L	*******	0.09504	0.69	0.02694	0.69	36	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0212		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:09:50 AM	1	3	NPOC	13.87	13.87	3.932	3.931	NPOC:3.931mg/L	NPOC:3.931mg/L	*******	0.09504	0.69	0.02694	0.69	36	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0212		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:12:12 AM	1	4	NPOC	13.77	13.87	3.904	3.931	NPOC:3.931mg/L	NPOC:3.931mg/L	*******	0.09504	0.69	0.02694	0.69	36	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0213		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:19:58 AM	1	1	NPOC	14.45	14.27	4.096	4.044	NPOC:4.044mg/L	NPOC:4.044mg/L	*******	0.2084	1.46	0.05908	1.46	37	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0213		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:22:28 AM	1	2	NPOC	14.04	14.27	3.980	4.044	NPOC:4.044mg/L	NPOC:4.044mg/L	*******	0.2084	1.46	0.05908	1.46	37	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0213		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:24:50 AM	1	3	NPOC	14.31	14.27	4.057	4.044	NPOC:4.044mg/L	NPOC:4.044mg/L	*******	0.2084	1.46	0.05908	1.46	37	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0214		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:32:20 AM	1	1	NPOC	5.023	4.941	1.424	1.401	NPOC:1.401mg/L	NPOC:1.401mg/L	*******	0.07607	1.54	0.02156	1.54	38	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0214		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:34:33 AM	1	2	NPOC	4.926	4.941	1.396	1.401	NPOC:1.401mg/L	NPOC:1.401mg/L	*******	0.07607	1.54	0.02156	1.54	38	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0214		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:36:46 AM	1	3	NPOC	4.873	4.941	1.381	1.401	NPOC:1.401mg/L	NPOC:1.401mg/L	*******	0.07607	1.54	0.02156	1.54	38	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0215		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:44:17 AM	1	1	NPOC	5.124	5.042	1.453	1.429	NPOC:1.429mg/L	NPOC:1.429mg/L	*******	0.08103	1.61	0.02297	1.61	39	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0215		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:46:31 AM	1	2	NPOC	4.820	5.042	1.366	1.429	NPOC:1.429mg/L	NPOC:1.429mg/L	*******	0.08103	1.61	0.02297	1.61	39	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0215		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:48:41 AM	1	3	NPOC	5.039	5.042	1.428	1.429	NPOC:1.429mg/L	NPOC:1.429mg/L	*******	0.08103	1.61	0.02297	1.61	39	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0215		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:50:58 AM	1	4	NPOC	4.962	5.042	1.407	1.429	NPOC:1.429mg/L	NPOC:1.429mg/L	*******	0.08103	1.61	0.02297	1.61	39	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0216		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 1:58:17 AM	1	1	NPOC	3.875	3.842	1.099	1.089	NPOC:1.089mg/L	NPOC:1.089mg/L	*******	0.08485	2.21	0.02406	2.21	40	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0216		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:00:28 AM	1	2	NPOC	3.746	3.842	1.062	1.089	NPOC:1.089mg/L	NPOC:1.089mg/L	*******	0.08485	2.21	0.02406	2.21	40	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0216		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:02:41 AM	1	3	NPOC	3.906	3.842	1.107	1.089	NPOC:1.089mg/L	NPOC:1.089mg/L	*******	0.08485	2.21	0.02406	2.21	40	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0217		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:10:05 AM	1	1	NPOC	5.030	5.002	1.426	1.418	NPOC:1.418mg/L	NPOC:1.418mg/L	*******	0.03027	0.61	0.00858	0.61	41	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0217		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:12:16 AM	1	2	NPOC	4.970	5.002	1.409	1.418	NPOC:1.418mg/L	NPOC:1.418mg/L	*******	0.03027	0.61	0.00858	0.61	41	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0217		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:14:33 AM	1	3	NPOC	5.007	5.002	1.419	1.418	NPOC:1.418mg/L	NPOC:1.418mg/L	*******	0.03027	0.61	0.00858	0.61	41	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0218		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:22:01 AM	1	1	NPOC	4.756	4.540	1.348	1.287	NPOC:1.287mg/L	NPOC:1.287mg/L	*******	0.06191	1.36	0.01755	1.36	42	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0218		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:24:13 AM	1	2	NPOC	4.500	4.540	1.276	1.287	NPOC:1.287mg/L	NPOC:1.287mg/L	*******	0.06191	1.36	0.01755	1.36	42	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0218		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:26:25 AM	1	3	NPOC	4.611	4.540	1.307	1.287	NPOC:1.287mg/L	NPOC:1.287mg/L	*******	0.06191	1.36	0.01755	1.36	42	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0218		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:28:36 AM	1	4	NPOC	4.508	4.540	1.278	1.287	NPOC:1.287mg/L	NPOC:1.287mg/L	*******	0.06191	1.36	0.01755	1.36	42	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0219		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:36:03 AM	1	1	NPOC	1.914	1.908	0.5426	0.5409	NPOC:0.5409mg/L	NPOC:0.5409mg/L	*******	0.02848	1.49	0.00807	1.49	43	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0219		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:38:11 AM	1	2	NPOC	1.671	1.908	0.4737	0.5409	NPOC:0.5409mg/L	NPOC:0.5409mg/L	*******	0.02848	1.49	0.00807	1.49	43	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0219		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:40:18 AM	1	3	NPOC	1.877	1.908	0.5321	0.5409	NPOC:0.5409mg/L	NPOC:0.5409mg/L	*******	0.02848	1.49	0.00807	1.49	43	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0219		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:42:37 AM	1	4	NPOC	1.933	1.908	0.5480	0.5409	NPOC:0.5409mg/L	NPOC:0.5409mg/L	*******	0.02848	1.49	0.00807	1.49	43	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0220		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:50:17 AM	1	1	NPOC	1.656	1.371	0.4695	0.3886	NPOC:0.3886mg/L	NPOC:0.3886mg/L	*******	0.08633	6.30	0.02447	6.30	44	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0220		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:52:25 AM	1	2	NPOC	1.461	1.371	0.4142	0.3886	NPOC:0.3886mg/L	NPOC:0.3886mg/L	*******	0.08633	6.30	0.02447	6.30	44	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0220		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:54:33 AM	1	3	NPOC	1.362	1.371	0.3861	0.3886	NPOC:0.3886mg/L	NPOC:0.3886mg/L	*******	0.08633	6.30	0.02447	6.30	44	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0220		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:56:52 AM	1	4	NPOC	1.702	1.371	0.4825	0.3886	NPOC:0.3886mg/L	NPOC:0.3886mg/L	*******	0.08633	6.30	0.02447	6.30	44	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0220		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 2:59:00 AM	1	5	NPOC	1.289	1.371	0.3654	0.3886	NPOC:0.3886mg/L	NPOC:0.3886mg/L	*******	0.08633	6.30	0.02447	6.30	44	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 3:06:33 AM	1	1	NPOC	1.260	1.253	0.3572	0.3552	NPOC:0.3552mg/L	NPOC:0.3552mg/L	*******	0.04194	3.35	0.01189	3.35	82	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 3:08:56 AM	1	2	NPOC	1.208	1.253	0.3425	0.3552	NPOC:0.3552mg/L	NPOC:0.3552mg/L	*******	0.04194	3.35	0.01189	3.35	82	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 3:11:04 AM	1	3	NPOC	1.404	1.253	0.3980	0.3552	NPOC:0.3552mg/L	NPOC:0.3552mg/L	*******	0.04194	3.35	0.01189	3.35	82	1	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 3:13:11 AM	1	4	NPOC	1.291	1.253	0.3660	0.3552	NPOC:0.3552mg/L	NPOC:0.3552mg/L	*******	0.04194	3.35	0.01189	3.35	82	0	50	1.000	
Unknown	NPOC	chkstd-5ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 3:21:01 AM	1	1	NPOC	17.02	17.22	4.825	4.882	NPOC:4.882mg/L	NPOC:4.882mg/L	*******	0.1758	1.02	0.04983	1.02	83	0	50	1.000	
Unknown	NPOC	chkstd-5ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 3:23:37 AM	1	2	NPOC	17.35	17.22	4.918	4.882	NPOC:4.882mg/L	NPOC:4.882mg/L	*******	0.1758	1.02	0.04983	1.02	83	0	50	1.000	
Unknown	NPOC	chkstd-5ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/6/2022 3:26:01 AM	1	3	NPOC	17.29	17.22	4.901	4.882	NPOC:4.882mg/L	NPOC:4.882mg/L	*******	0.1758	1.02	0.04983	1.02	83	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 3:40:42 PM	1	1	NPOC	0.000	0.000	0.000	 	 	 	*******	0.000	0.00	0.000	0.00	86	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 3:42:50 PM	1	2	NPOC	0.000	0.000	0.000	 	 	 	*******	0.000	0.00	0.000	0.00	86	0	50	1.000	
